model,seed,round,train_loss,ihm_loss,los_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_los_kappa,val_pheno_macro_auroc
VFL-MTL,42,1,2.986998335132754,0.4173875361438689,2.0808550623374256,0.4887557330170298,103.9,0.06349206349206349,0.016666666666666666,0.0,0.5836751692763164
VFL-MTL,42,2,2.8110597366239967,0.4015047557470275,1.9515050339504956,0.4580499609796012,78.6,0.47619047619047616,0.029411764705882353,0.02696308666457925,0.5816249771199732
VFL-MTL,42,3,2.56481536617124,0.3910050195891683,1.718224447917163,0.45558589672654626,75.2,0.19047619047619047,0.019230769230769232,0.02696308666457925,0.6338986768541404
VFL-MTL,42,4,2.467448942060393,0.3899169903460557,1.6227374212528631,0.45479452900770234,74.9,0.6507936507936508,0.043478260869565216,0.02696308666457925,0.635792874228463
VFL-MTL,42,5,2.4968070615597857,0.3882892320795757,1.6552678492011093,0.4532499747063086,74.6,0.2857142857142857,0.021739130434782608,0.010647705967667731,0.6529666717462733
VFL-MTL,42,6,2.5902485576102405,0.3841296628238709,1.752252256967188,0.4538666324886849,74.7,0.5396825396825398,0.03333333333333333,0.008447504791651905,0.6817166565212103
VFL-MTL,42,7,2.5332810549232048,0.3852440817811625,1.689199097757417,0.45883788132086034,74.7,0.39682539682539686,0.02564102564102564,0.02696308666457925,0.5992116973417748
VFL-MTL,42,8,2.4384819317639357,0.37971464574821595,1.603843245079847,0.45492401476798017,74.6,0.3650793650793651,0.024390243902439025,0.02696308666457925,0.6353163375265268
VFL-MTL,42,9,2.4265868896391334,0.382545178862122,1.5922743023895636,0.4517673891249711,74.7,0.6507936507936508,0.043478260869565216,0.02696308666457925,0.6250568039011162
VFL-MTL,42,10,2.419222457622125,0.38028742651629255,1.5878954544299986,0.45103957788731025,74.8,0.8253968253968254,0.08333333333333333,0.02696308666457925,0.6727148504666648
VFL-MTL,42,11,2.4259030140512357,0.38127172708026763,1.5938831810059586,0.4507481070553384,74.9,0.5714285714285714,0.03571428571428571,0.02696308666457925,0.6636172175181352
VFL-MTL,42,12,2.4080798044437315,0.3836279037764402,1.5750974523342722,0.44935444070071706,74.8,0.8095238095238095,0.07692307692307693,0.006119777848526686,0.6840602743935994
VFL-MTL,42,13,2.4145486199758888,0.38010078208233283,1.582975782029997,0.4514720645861897,74.9,0.38095238095238093,0.025,0.016646765470253566,0.6404729722349567
VFL-MTL,42,14,2.448336147680515,0.3770738646266906,1.6208878891254828,0.45037440095490555,74.7,0.8253968253968254,0.08333333333333333,0.02696308666457925,0.666259201958026
VFL-MTL,42,15,2.401297249445101,0.37551140131019967,1.5758928806801153,0.4498929594590412,74.7,0.8412698412698413,0.09090909090909091,0.02696308666457925,0.6369276451155702
VFL-MTL,42,16,2.3991573205808314,0.3747789235861321,1.5748125537624205,0.4495658571642589,74.6,0.8253968253968254,0.08333333333333333,0.02696308666457925,0.6566895108181298
VFL-MTL,42,17,2.3959520502788263,0.37210485835870105,1.575288598130389,0.44855859294170286,74.6,0.6666666666666667,0.045454545454545456,0.02696308666457925,0.6236420579925364
VFL-MTL,42,18,2.4720980869076117,0.37093085583632557,1.6509091757177337,0.45025805583814293,74.6,0.8253968253968254,0.08333333333333333,0.02696308666457925,0.6365604310591918
